ID,Diver,Buddy,Site.No.,Site.Name,Latitude,Longitude,Date,vis,Direction,Time,P.Qs,Depth,Method,Block,Code,Species,Common.name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400
8245,AV,KC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,1,spa,Stegastes partitus,Bicolor damselfish,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
8246,AV,KC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,1,ccy,Azurina cyanea,Blue chromis,7,0,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,
8247,AV,KC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,1,aba,Acanthurus tractus,Ocean surgeon; five-band surgeonfish,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
8248,AV,KC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,1,sch,Sparisoma chrysopterum,Redtail parrotfish,6,0,,2,2,1,,,1,,,,,,,,,,,,,,,,,,,,,
8249,AV,KC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,1,hran,Hypoplectrus randallorum,Tan hamlet,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
8250,AV,KC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,1,hpl,Haemulon plumierii,White grunt,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
8251,AV,KC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,1,avi,Anisotremus virginicus,Porkfish,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9754,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,tbi,Thalassoma bifasciatum,Bluehead,17,0,5,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,
9755,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,aco,Acanthurus coeruleus,Blue tang surgeonfish,2,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
9756,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,och,Ocyurus chrysurus,Yellowtail snapper,19,0,,,,,,,7,7,5,,,,,,,,,,,,,,,,,,,
9757,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,hga,Halichoeres garnoti,Yellowhead wrasse,13,0,,7,4,,1,1,,,,,,,,,,,,,,,,,,,,,,
9758,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,hun,Hypoplectrus unicolor,Butter hamlet,10,0,,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,
9759,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,sis,Scarus iseri,Striped parrotfish,139,0,70,50,15,,1,2,1,,,,,,,,,,,,,,,,,,,,,
9760,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,sva,Stegastes variabilis,Cocoa damselfish,15,0,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,
9761,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,csc,Chromis scotti,Purple reef fish,25,0,5,15,3,2,,,,,,,,,,,,,,,,,,,,,,,,
9762,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,lap,Lutjanus apodus,Schoolmaster snapper,4,0,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,
9763,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,csu,Canthidermis sufflamen,Ocean triggerfish,2,0,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
9764,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,cpe,Coryphopterus personatus,Masked goby,1556,0,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,
9765,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,svi,Sparisoma viride,Stoplight parrotfish,6,0,1,1,,,,1,,,2,1,,,,,,,,,,,,,,,,,,
9766,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,spl,Stegastes planifrons,Threespot damselfish,7,0,1,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,
9767,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,hbi,Halichoeres bivittatus,Slippery dick,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9768,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,hpl,Haemulon plumierii,White grunt,4,0,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,
9769,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,hci,Holacanthus ciliaris,Queen angelfish,2,0,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
9770,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,hyp,Hypoplectrus spp.,0,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
9771,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,cru,Caranx ruber,Bar jack,6,0,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
9772,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,asa,Abudefduf saxatilis,Sergeant major,5,0,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,
9773,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,sau,Sparisoma aurofrenatum,Redband parrotfish,2,0,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
9774,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,eoc,Elacatinus oceanops,Neon goby,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,lgr,Lutjanus griseus,Grey snapper,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
9776,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,cpa,Bodianus parrae,"Barracuda waitin boy, creole wrasse",2,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
9777,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,ene,Echeneis neucratoides,Whitefin sharksucker,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9778,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,sat,Sparisoma atomarium,0,3,0,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
9779,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,spa,Stegastes partitus,Bicolor damselfish,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,ssp,Sphoeroides spengleri,Bandtail puffer,3,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,
9781,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,hsc,Haemulon sciurus,Bluestriped grunt,2,0,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
9782,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,hfl,Haemulon flavolineatum,French grunt,2,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
9783,KEC,AV,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,NW,8:56,AV,12,1,2,ccal,Calamus calamus,Saucereye porgy,2,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
9803,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,scomberomorus,Scomberomorus spp.,0,1,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9804,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,hun,Hypoplectrus unicolor,Butter hamlet,5,0,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,
9805,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,hun,Hypoplectrus unicolor,Butter hamlet,4,0,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
9806,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,sva,Stegastes variabilis,Cocoa damselfish,3,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
9807,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,sva,Stegastes variabilis,Cocoa damselfish,3,0,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
9808,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,sis,Scarus iseri,Striped parrotfish,123,0,,20,30,30,30,5,5,2,1,,,,,,,,,,,,,,,,,,,
9809,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,sis,Scarus iseri,Striped parrotfish,75,0,,15,20,20,12,2,5,1,,,,,,,,,,,,,,,,,,,,
9810,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,cpe,Coryphopterus personatus,Masked goby,500,0,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,
9811,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,cpe,Coryphopterus personatus,Masked goby,550,0,100,450,,,,,,,,,,,,,,,,,,,,,,,,,,
9812,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,asa,Abudefduf saxatilis,Sergeant major,2,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
9813,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,coc,Chaetodon ocellatus,Butterbun; spotfin butterflyfish,2,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
9814,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,coc,Chaetodon ocellatus,Butterbun; spotfin butterflyfish,2,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
9815,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,och,Ocyurus chrysurus,Yellowtail snapper,30,0,,10,5,5,,2,2,2,1,3,,,,,,,,,,,,,,,,,,
9816,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,och,Ocyurus chrysurus,Yellowtail snapper,9,0,,,,2,,3,1,3,,,,,,,,,,,,,,,,,,,,
9817,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,lap,Lutjanus apodus,Schoolmaster snapper,5,0,,,,,,,,1,3,1,,,,,,,,,,,,,,,,,,
9818,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,hsc,Haemulon sciurus,Bluestriped grunt,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
9819,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,hfl,Haemulon flavolineatum,French grunt,2,0,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
9820,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,hfl,Haemulon flavolineatum,French grunt,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9821,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,avi,Anisotremus virginicus,Porkfish,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
9822,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,tbi,Thalassoma bifasciatum,Bluehead,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9823,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,tbi,Thalassoma bifasciatum,Bluehead,3,0,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
9824,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,mbo,Mycteroperca bonaci,Black grouper,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
9825,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,cru,Caranx ruber,Bar jack,12,0,,,,,,,,,,10,2,,,,,,,,,,,,,,,,,
9826,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,sat,Sparisoma atomarium,0,6,0,1,2,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
9827,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,sat,Sparisoma atomarium,0,5,0,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,
9828,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,csc,Chromis scotti,Purple reef fish,58,0,5,30,23,,,,,,,,,,,,,,,,,,,,,,,,,
9829,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,csc,Chromis scotti,Purple reef fish,56,0,7,35,14,,,,,,,,,,,,,,,,,,,,,,,,,
9830,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,sra,Sparisoma radians,Bucktooth parrotfish,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
9831,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,cdi,Coryphopterus dicrus,Colon goby,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9832,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,cro,Canthigaster rostrata,Caribbean sharpnose-puffer,3,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,
9833,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,svi,Sparisoma viride,Stoplight parrotfish,3,0,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,
9834,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,svi,Sparisoma viride,Stoplight parrotfish,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9835,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,sau,Sparisoma aurofrenatum,Redband parrotfish,2,0,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,
9836,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,spl,Stegastes planifrons,Threespot damselfish,2,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
9837,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,hci,Holacanthus ciliaris,Queen angelfish,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
9838,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,mma,Mulloidichthys martinicus,Yellow goatfish,2,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
9839,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,cca,Chaetodon capistratus,Butterbun; foureye butterflyfish,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9840,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,cca,Chaetodon capistratus,Butterbun; foureye butterflyfish,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9841,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,par,Pomacanthus arcuatus,Grey angelfish,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
9842,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,1,hpu,Hypoplectrus puella,Barred hamlet,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9843,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,hpu,Hypoplectrus puella,Barred hamlet,4,0,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,
9844,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,hpl,Haemulon plumierii,White grunt,3,0,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
9845,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,hga,Halichoeres garnoti,Yellowhead wrasse,2,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
9846,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,ccr,Cephalopholis cruentata,Graysby,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
9847,LKH,KEC,1D1,Bird Key Reef,24.6117,-82.8702,8/6/25,7,ENE,9:10,KC,10,1,2,lmax,Lachnolaimus maximus,Hogfish,1,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
763,LKH,KEC,2D1,Sand Key Deep,24.4517,-81.8798,7/8/25,10,W,10:39,LKH,11,1,2,aas,Acanthemblemaria aspera,Roughhead blenny,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,kec,lkh,2D1,Sand Key Deep,24.4517,-81.8798,7/8/25,10,W,10:39,LKH,11,1,1,aba,Acanthurus tractus,Ocean surgeon; five-band surgeonfish,3,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
831,LKH,KEC,2D1,Sand Key Deep,24.4517,-81.8798,7/8/25,10,W,10:39,LKH,11,1,2,aco,Acanthurus coeruleus,Blue tang surgeonfish,2,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
843,Leah Harper,Greg O'Neill,2D1,Sand Key Deep,24.4517,-81.8798,7/8/25,10,W,10:39,LKH,9.5,1,1,aco,Acanthurus coeruleus,Blue tang surgeonfish,2,0,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
869,kec,lkh,2D1,Sand Key Deep,24.4517,-81.8798,7/8/25,10,W,10:39,LKH,11,1,1,aco,Acanthurus coeruleus,Blue tang surgeonfish,3,0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
881,GO,LH,2D1,Sand Key Deep,24.4517,-81.8798,7/8/25,10,W,10:39,LKH,9.5,1,2,atr,Acanthurus tractus,0,2,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
893,LKH,KEC,2D1,Sand Key Deep,24.4517,-81.8798,7/8/25,10,W,10:39,LKH,11,1,2,atr,Acanthurus tractus,0,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
921,Leah Harper,Greg O'Neill,2D1,Sand Key Deep,24.4517,-81.8798,7/8/25,10,W,10:39,LKH,9.5,1,1,atr,Acanthurus tractus,0,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Leah Harper,Greg O'Neill,2D1,Sand Key Deep,24.4517,-81.8798,7/8/25,10,W,10:39,LKH,9.5,1,1,ama,Aulostomus maculatus,Trumpetfish,1,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1002,kec,lkh,2D1,Sand Key Deep,24.4517,-81.8798,7/8/25,10,W,10:39,LKH,11,1,1,ccy,Azurina cyanea,Blue chromis,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Leah Harper,Greg O'Neill,2D1,Sand Key Deep,24.4517,-81.8798,7/8/25,10,W,10:39,LKH,9.5,1,1,ccy,Azurina cyanea,Blue chromis,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1010,LKH,KEC,2D1,Sand Key Deep,24.4517,-81.8798,7/8/25,10,W,10:39,LKH,11,1,2,ccy,Azurina cyanea,Blue chromis,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,LKH,KEC,2D1,Sand Key Deep,24.4517,-81.8798,7/8/25,10,W,10:39,LKH,11,1,2,cro,Canthigaster rostrata,Caribbean sharpnose-puffer,5,0,1,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,
