country,area,ecoregion,realm,site_code,site_name,latitude,longitude,date,depth,visibility,method,block,phylum,class,order,family,species_name,size_class,total
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus personatus,2.5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,2,1,Chordata,Teleostei,Ovalentaria incertae sedis,Opistognathidae,Opistognathus whitehursti,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,2.5,23
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,5,35
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,2,1,Chordata,Teleostei,Blenniiformes,Labrisomidae,Malacoctenus triangulatus,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Gnatholepis thompsoni,2.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Gnatholepis thompsoni,5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,2,1,Chordata,Teleostei,Ovalentaria incertae sedis,Opistognathidae,Opistognathus whitehursti,5,3
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,2,1,Chordata,Teleostei,Blenniiformes,Labrisomidae,Malacoctenus macropus,2.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,2,1,Chordata,Teleostei,Blenniiformes,Labrisomidae,Malacoctenus macropus,5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,2,1,Chordata,Teleostei,Perciformes,Serranidae,Serranus tigrinus,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-47,Twilight,24.48009,-82.1511,10/15/25,12,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,2.5,25
United States,Florida,Floridian,Tropical Atlantic,MRQ25-47,Twilight,24.48009,-82.1511,10/15/25,12,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,5,23
United States,Florida,Floridian,Tropical Atlantic,MRQ25-47,Twilight,24.48009,-82.1511,10/15/25,12,6,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Gnatholepis thompsoni,2.5,6
United States,Florida,Floridian,Tropical Atlantic,MRQ25-47,Twilight,24.48009,-82.1511,10/15/25,12,6,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Gnatholepis thompsoni,5,9
United States,Florida,Floridian,Tropical Atlantic,MRQ25-47,Twilight,24.48009,-82.1511,10/15/25,12,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus personatus,2.5,47
United States,Florida,Floridian,Tropical Atlantic,MRQ25-47,Twilight,24.48009,-82.1511,10/15/25,12,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus personatus,5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-47,Twilight,24.48009,-82.1511,10/15/25,12,6,2,1,Chordata,Teleostei,Ovalentaria incertae sedis,Opistognathidae,Opistognathus whitehursti,2.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-47,Twilight,24.48009,-82.1511,10/15/25,12,6,2,1,Chordata,Teleostei,Ovalentaria incertae sedis,Opistognathidae,Opistognathus whitehursti,5,7
United States,Florida,Floridian,Tropical Atlantic,MRQ25-47,Twilight,24.48009,-82.1511,10/15/25,12,6,2,1,Chordata,Teleostei,Ovalentaria incertae sedis,Opistognathidae,Opistognathus whitehursti,7.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-47,Twilight,24.48009,-82.1511,10/15/25,12,6,2,1,Chordata,Teleostei,Blenniiformes,Blenniidae,Parablennius marmoreus,5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-47,Twilight,24.48009,-82.1511,10/15/25,12,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus eidolon,2.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-47,Twilight,24.48009,-82.1511,10/15/25,12,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus eidolon,5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-47,Twilight,24.48009,-82.1511,10/15/25,12,6,2,1,Chordata,Teleostei,Blenniiformes,Chaenopsidae,Acanthemblemaria aspera,2.5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-47,Twilight,24.48009,-82.1511,10/15/25,12,6,2,1,Chordata,Teleostei,Blenniiformes,Labrisomidae,Malacoctenus macropus,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-47,Twilight,24.48009,-82.1511,10/15/25,12,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus dicrus,2.5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-44,Wrasseland,24.47484,-82.16978,10/15/25,9,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,2.5,18
United States,Florida,Floridian,Tropical Atlantic,MRQ25-44,Wrasseland,24.47484,-82.16978,10/15/25,9,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,5,10
United States,Florida,Floridian,Tropical Atlantic,MRQ25-44,Wrasseland,24.47484,-82.16978,10/15/25,9,6,2,1,Chordata,Teleostei,Blenniiformes,Chaenopsidae,Acanthemblemaria aspera,2.5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-44,Wrasseland,24.47484,-82.16978,10/15/25,9,6,2,1,Chordata,Teleostei,Blenniiformes,Labrisomidae,Malacoctenus macropus,5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-44,Wrasseland,24.47484,-82.16978,10/15/25,9,6,2,1,Chordata,Teleostei,Blenniiformes,Blenniidae,Parablennius marmoreus,5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-44,Wrasseland,24.47484,-82.16978,10/15/25,9,6,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Gnatholepis thompsoni,2.5,5
United States,Florida,Floridian,Tropical Atlantic,MRQ25-44,Wrasseland,24.47484,-82.16978,10/15/25,9,6,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Gnatholepis thompsoni,5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-44,Wrasseland,24.47484,-82.16978,10/15/25,9,6,2,1,Chordata,Teleostei,Ovalentaria incertae sedis,Opistognathidae,Opistognathus whitehursti,5,5
United States,Florida,Floridian,Tropical Atlantic,MRQ25-44,Wrasseland,24.47484,-82.16978,10/15/25,9,6,2,1,Chordata,Teleostei,Ovalentaria incertae sedis,Opistognathidae,Opistognathus whitehursti,7.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-44,Wrasseland,24.47484,-82.16978,10/15/25,9,6,2,1,Chordata,Teleostei,Blenniiformes,Labrisomidae,Malacoctenus triangulatus,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-44,Wrasseland,24.47484,-82.16978,10/15/25,9,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus eidolon,2.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-27,Suddenly Good,24.45817,-82.16579,10/15/25,8,7,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,2.5,9
United States,Florida,Floridian,Tropical Atlantic,MRQ25-27,Suddenly Good,24.45817,-82.16579,10/15/25,8,7,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,5,6
United States,Florida,Floridian,Tropical Atlantic,MRQ25-27,Suddenly Good,24.45817,-82.16579,10/15/25,8,7,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Gnatholepis thompsoni,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-27,Suddenly Good,24.45817,-82.16579,10/15/25,8,7,2,1,Chordata,Teleostei,Blenniiformes,Chaenopsidae,Acanthemblemaria aspera,2.5,5
United States,Florida,Floridian,Tropical Atlantic,MRQ25-27,Suddenly Good,24.45817,-82.16579,10/15/25,8,7,2,1,Chordata,Teleostei,Ovalentaria incertae sedis,Opistognathidae,Opistognathus whitehursti,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-27,Suddenly Good,24.45817,-82.16579,10/15/25,8,7,2,1,Chordata,Teleostei,Blenniiformes,Labrisomidae,Malacoctenus triangulatus,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-27,Suddenly Good,24.45817,-82.16579,10/15/25,8,7,2,1,Chordata,Teleostei,Holocentriformes,Holocentridae,Holocentrus rufus,20,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-27,Suddenly Good,24.45817,-82.16579,10/15/25,8,7,2,1,Chordata,Teleostei,Blenniiformes,Blenniidae,Parablennius marmoreus,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-22,Big Eye,24.45295,-82.1421,10/15/25,15,7,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,2.5,9
United States,Florida,Floridian,Tropical Atlantic,MRQ25-22,Big Eye,24.45295,-82.1421,10/15/25,15,7,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,5,10
United States,Florida,Floridian,Tropical Atlantic,MRQ25-22,Big Eye,24.45295,-82.1421,10/15/25,15,7,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Gnatholepis thompsoni,2.5,4
United States,Florida,Floridian,Tropical Atlantic,MRQ25-22,Big Eye,24.45295,-82.1421,10/15/25,15,7,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Gnatholepis thompsoni,5,5
United States,Florida,Floridian,Tropical Atlantic,MRQ25-22,Big Eye,24.45295,-82.1421,10/15/25,15,7,2,1,Chordata,Teleostei,Blenniiformes,Chaenopsidae,Acanthemblemaria aspera,2.5,4
United States,Florida,Floridian,Tropical Atlantic,MRQ25-22,Big Eye,24.45295,-82.1421,10/15/25,15,7,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus personatus,2.5,95
United States,Florida,Floridian,Tropical Atlantic,MRQ25-22,Big Eye,24.45295,-82.1421,10/15/25,15,7,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus personatus,5,30
United States,Florida,Floridian,Tropical Atlantic,MRQ25-22,Big Eye,24.45295,-82.1421,10/15/25,15,7,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus eidolon,2.5,18
United States,Florida,Floridian,Tropical Atlantic,MRQ25-22,Big Eye,24.45295,-82.1421,10/15/25,15,7,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus eidolon,5,9
United States,Florida,Floridian,Tropical Atlantic,MRQ25-22,Big Eye,24.45295,-82.1421,10/15/25,15,7,2,1,Chordata,Teleostei,Holocentriformes,Holocentridae,Holocentrus rufus,25,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-22,Big Eye,24.45295,-82.1421,10/15/25,15,7,2,1,Chordata,Teleostei,Perciformes,Serranidae,Serranus tigrinus,5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-22,Big Eye,24.45295,-82.1421,10/15/25,15,7,2,1,Chordata,Teleostei,Perciformes,Serranidae,Serranus tigrinus,7.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-22,Big Eye,24.45295,-82.1421,10/15/25,15,7,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Priacanthus arenatus,20,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-43,Barreled,24.45097,-82.09677,10/15/25,10,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,2.5,11
United States,Florida,Floridian,Tropical Atlantic,MRQ25-43,Barreled,24.45097,-82.09677,10/15/25,10,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,5,6
United States,Florida,Floridian,Tropical Atlantic,MRQ25-43,Barreled,24.45097,-82.09677,10/15/25,10,6,2,1,Chordata,Teleostei,Blenniiformes,Chaenopsidae,Acanthemblemaria aspera,2.5,8
United States,Florida,Floridian,Tropical Atlantic,MRQ25-43,Barreled,24.45097,-82.09677,10/15/25,10,6,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Gnatholepis thompsoni,2.5,4
United States,Florida,Floridian,Tropical Atlantic,MRQ25-43,Barreled,24.45097,-82.09677,10/15/25,10,6,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Gnatholepis thompsoni,5,6
United States,Florida,Floridian,Tropical Atlantic,MRQ25-43,Barreled,24.45097,-82.09677,10/15/25,10,6,2,1,Chordata,Teleostei,Blenniiformes,Blenniidae,Parablennius marmoreus,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-43,Barreled,24.45097,-82.09677,10/15/25,10,6,2,1,Chordata,Teleostei,Holocentriformes,Holocentridae,Holocentrus rufus,10,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-43,Barreled,24.45097,-82.09677,10/15/25,10,6,2,1,Chordata,Teleostei,Holocentriformes,Holocentridae,Holocentrus rufus,20,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-43,Barreled,24.45097,-82.09677,10/15/25,10,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus eidolon,2.5,8
United States,Florida,Floridian,Tropical Atlantic,MRQ25-43,Barreled,24.45097,-82.09677,10/15/25,10,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus eidolon,5,4
United States,Florida,Floridian,Tropical Atlantic,MRQ25-43,Barreled,24.45097,-82.09677,10/15/25,10,6,2,1,Chordata,Teleostei,Ovalentaria incertae sedis,Opistognathidae,Opistognathus whitehursti,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-43,Barreled,24.45097,-82.09677,10/15/25,10,6,2,1,Chordata,Teleostei,Blenniiformes,Labrisomidae,Malacoctenus triangulatus,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus personatus,2.5,1050
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus personatus,5,100
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Teleostei,Perciformes,Epinephelidae,Cephalopholis cruentata,15,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus eidolon,2.5,12
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus eidolon,5,8
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus eidolon,7.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,2.5,13
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,5,5
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urobatis jamaicensis,35,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Teleostei,Perciformes,Serranidae,Serranus tigrinus,7.5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Teleostei,Perciformes,Serranidae,Hypoplectrus randallorum,7.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Teleostei,Holocentriformes,Holocentridae,Holocentrus rufus,25,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Teleostei,Blenniiformes,Chaenopsidae,Acanthemblemaria aspera,2.5,3
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Teleostei,Blenniiformes,Labrisomidae,Malacoctenus macropus,2.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Teleostei,Ovalentaria incertae sedis,Opistognathidae,Opistognathus whitehursti,7.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Teleostei,Perciformes,Serranidae,Hypoplectrus unicolor,5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-11,Funky Town,24.432,-82.44391,10/16/25,15,9,2,1,Chordata,Teleostei,Blenniiformes,Labrisomidae,Malacoctenus triangulatus,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-18,Megalopolis,24.49991,-82.31919,10/16/25,13,3,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus personatus,2.5,765
United States,Florida,Floridian,Tropical Atlantic,MRQ25-18,Megalopolis,24.49991,-82.31919,10/16/25,13,3,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus personatus,5,85
United States,Florida,Floridian,Tropical Atlantic,MRQ25-18,Megalopolis,24.49991,-82.31919,10/16/25,13,3,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,2.5,35
United States,Florida,Floridian,Tropical Atlantic,MRQ25-18,Megalopolis,24.49991,-82.31919,10/16/25,13,3,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,5,17
United States,Florida,Floridian,Tropical Atlantic,MRQ25-18,Megalopolis,24.49991,-82.31919,10/16/25,13,3,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Elacatinus oceanops,5,3
United States,Florida,Floridian,Tropical Atlantic,MRQ25-18,Megalopolis,24.49991,-82.31919,10/16/25,13,3,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus eidolon,2.5,6
United States,Florida,Floridian,Tropical Atlantic,MRQ25-18,Megalopolis,24.49991,-82.31919,10/16/25,13,3,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus eidolon,5,4
United States,Florida,Floridian,Tropical Atlantic,MRQ25-18,Megalopolis,24.49991,-82.31919,10/16/25,13,3,2,1,Chordata,Teleostei,Blenniiformes,Chaenopsidae,Acanthemblemaria aspera,2.5,4
United States,Florida,Floridian,Tropical Atlantic,MRQ25-18,Megalopolis,24.49991,-82.31919,10/16/25,13,3,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Odontoscion dentex,15,3
United States,Florida,Floridian,Tropical Atlantic,MRQ25-18,Megalopolis,24.49991,-82.31919,10/16/25,13,3,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Odontoscion dentex,20,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-18,Megalopolis,24.49991,-82.31919,10/16/25,13,3,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Gnatholepis thompsoni,2.5,4
United States,Florida,Floridian,Tropical Atlantic,MRQ25-18,Megalopolis,24.49991,-82.31919,10/16/25,13,3,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Gnatholepis thompsoni,5,3
United States,Florida,Floridian,Tropical Atlantic,MRQ25-18,Megalopolis,24.49991,-82.31919,10/16/25,13,3,2,1,Chordata,Teleostei,Ovalentaria incertae sedis,Opistognathidae,Opistognathus whitehursti,5,3
United States,Florida,Floridian,Tropical Atlantic,MRQ25-18,Megalopolis,24.49991,-82.31919,10/16/25,13,3,2,1,Chordata,Teleostei,Perciformes,Serranidae,Hypoplectrus unicolor,5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-18,Megalopolis,24.49991,-82.31919,10/16/25,13,3,2,1,Chordata,Teleostei,Perciformes,Epinephelidae,Cephalopholis cruentata,25,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-18,Megalopolis,24.49991,-82.31919,10/16/25,13,3,2,1,Chordata,Teleostei,Ovalentaria incertae sedis,Opistognathidae,Opistognathus aurifrons,7.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-17,Snap City,24.50456,-82.30259,10/16/25,13,3,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus personatus,2.5,193
United States,Florida,Floridian,Tropical Atlantic,MRQ25-17,Snap City,24.50456,-82.30259,10/16/25,13,3,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus personatus,5,50
United States,Florida,Floridian,Tropical Atlantic,MRQ25-17,Snap City,24.50456,-82.30259,10/16/25,13,3,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,2.5,18
United States,Florida,Floridian,Tropical Atlantic,MRQ25-17,Snap City,24.50456,-82.30259,10/16/25,13,3,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,5,30
United States,Florida,Floridian,Tropical Atlantic,MRQ25-17,Snap City,24.50456,-82.30259,10/16/25,13,3,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus eidolon,2.5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-17,Snap City,24.50456,-82.30259,10/16/25,13,3,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus eidolon,5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-17,Snap City,24.50456,-82.30259,10/16/25,13,3,2,1,Chordata,Teleostei,Gobiiformes,Microdesmidae,Ptereleotris calliura,2.5,4
United States,Florida,Floridian,Tropical Atlantic,MRQ25-17,Snap City,24.50456,-82.30259,10/16/25,13,3,2,1,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Gnatholepis thompsoni,2.5,4
United States,Florida,Floridian,Tropical Atlantic,MRQ25-17,Snap City,24.50456,-82.30259,10/16/25,13,3,2,1,Chordata,Teleostei,Perciformes,Epinephelidae,Cephalopholis cruentata,7.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-17,Snap City,24.50456,-82.30259,10/16/25,13,3,2,1,Chordata,Teleostei,Blenniiformes,Chaenopsidae,Acanthemblemaria aspera,2.5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-57,Stalactite,24.50277,-82.29808,10/16/25,12,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,2.5,36
United States,Florida,Floridian,Tropical Atlantic,MRQ25-57,Stalactite,24.50277,-82.29808,10/16/25,12,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,5,10
United States,Florida,Floridian,Tropical Atlantic,MRQ25-57,Stalactite,24.50277,-82.29808,10/16/25,12,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus eidolon,2.5,4
United States,Florida,Floridian,Tropical Atlantic,MRQ25-57,Stalactite,24.50277,-82.29808,10/16/25,12,6,2,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus eidolon,5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-57,Stalactite,24.50277,-82.29808,10/16/25,12,6,2,1,Chordata,Teleostei,Perciformes,Epinephelidae,Cephalopholis cruentata,15,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-57,Stalactite,24.50277,-82.29808,10/16/25,12,6,2,1,Chordata,Teleostei,Perciformes,Epinephelidae,Cephalopholis cruentata,20,1
