country,area,ecoregion,realm,site_code,site_name,latitude,longitude,date,depth,visibility,method,block,phylum,class,order,family,species_name,size_class,total
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,5,10
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma aurofrenatum,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma aurofrenatum,7.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Lachnolaimus maximus,15,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Lachnolaimus maximus,30,6
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Chaetodon ocellatus,15,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Chaetodon ocellatus,20,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Chaetodon ocellatus,25,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Acanthurus coeruleus,30,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Acanthurus tractus,12.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Acanthurus tractus,30,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus personatus,2.5,45
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus iseri,5,7
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus iseri,7.5,15
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Ocyurus chrysurus,12.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Ocyurus chrysurus,25,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes planifrons,5,10
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes planifrons,7.5,9
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Perciformes,Epinephelidae,Epinephelus itajara,125,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon plumierii,25,13
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon plumierii,30,5
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Acanthuriformes,Pomacanthidae,Holacanthus bermudensis,40,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Thalassoma bifasciatum,5,15
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Thalassoma bifasciatum,7.5,15
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon flavolineatum,15,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon flavolineatum,20,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon sciurus,30,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Chaetodon capistratus,15,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes adustus,2.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon aurolineatum,2.5,30
United States,Florida,Floridian,Tropical Atlantic,MRQ25-109,Half Good,24.48286,-82.03677,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon aurolineatum,15,3
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus iseri,2.5,20
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus iseri,5,34
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus iseri,7.5,10
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres bivittatus,2.5,5
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres bivittatus,5,20
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres bivittatus,7.5,10
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres bivittatus,10,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres bivittatus,12.5,12
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres bivittatus,15,3
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma aurofrenatum,2.5,11
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma aurofrenatum,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma aurofrenatum,12.5,3
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma aurofrenatum,15,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Thalassoma bifasciatum,2.5,10
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Thalassoma bifasciatum,5,30
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Thalassoma bifasciatum,7.5,25
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres garnoti,2.5,3
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres garnoti,5,17
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres garnoti,7.5,4
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres garnoti,12.5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres garnoti,15,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes variabilis,2.5,4
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes variabilis,5,10
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes variabilis,7.5,12
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma viride,2.5,6
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,2.5,18
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus glaucofraenum,5,10
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes partitus,2.5,14
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes partitus,5,5
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Chaetodon capistratus,7.5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Chaetodon capistratus,10,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes leucostictus,5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Ocyurus chrysurus,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Ocyurus chrysurus,25,4
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Ocyurus chrysurus,30,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus personatus,2.5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Perciformes,Serranidae,Serranus tigrinus,5,4
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Perciformes,Serranidae,Serranus tigrinus,12.5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Canthigaster rostrata,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Canthigaster rostrata,7.5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma atomarium,2.5,4
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma atomarium,5,4
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Perciformes,Serranidae,Hypoplectrus puella,7.5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes planifrons,2.5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Blenniiformes,Labrisomidae,Malacoctenus macropus,2.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Acanthurus tractus,12.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Priacanthidae,Gnatholepis thompsoni,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres cyanocephalus,7.5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-33,Hammie,24.46832,-82.04002,10/14/25,10,3.5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres maculipinna,7.5,2
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres bivittatus,2.5,5
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres bivittatus,5,20
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres bivittatus,7.5,15
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres bivittatus,10,6
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres bivittatus,12.5,11
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus iseri,2.5,22
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus iseri,5,10
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus iseri,7.5,5
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Perciformes,Epinephelidae,Epinephelus morio,30,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Perciformes,Epinephelidae,Epinephelus morio,35,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Perciformes,Epinephelidae,Epinephelus morio,40,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Perciformes,Serranidae,Serranus tigrinus,2.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Perciformes,Serranidae,Serranus tigrinus,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma viride,2.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Thalassoma bifasciatum,2.5,30
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Thalassoma bifasciatum,5,25
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Thalassoma bifasciatum,10,3
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Thalassoma bifasciatum,12.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes variabilis,2.5,5
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes variabilis,5,17
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Stegastes variabilis,7.5,5
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Ovalentaria incertae sedis,Opistognathidae,Opistognathus whitehursti,2.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Acanthuriformes,Pomacanthidae,Pomacanthus arcuatus,30,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma aurofrenatum,2.5,12
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma aurofrenatum,5,5
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma aurofrenatum,15,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma aurofrenatum,20,5
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma aurofrenatum,25,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma atomarium,2.5,10
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma atomarium,5,5
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Ocyurus chrysurus,2.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Ocyurus chrysurus,5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Ocyurus chrysurus,12.5,1
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres garnoti,2.5,5
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres garnoti,5,3
United States,Florida,Floridian,Tropical Atlantic,MRQ25-31,Ruby Oasis,24.47666,-82.09169,10/14/25,10,5,1,1,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Halichoeres garnoti,7.5,2
